year,make_numeric,condition,odometer,color_numeric,states_numeric,mmr,sellingprice
2012,33,38.0,54693.0,2.0,11,17650.0,16800.0
2012,23,35.0,10404.0,5.0,16,12900.0,13500.0
2012,22,41.0,22340.0,4.0,9,14050.0,14800.0
2012,22,25.0,24738.0,4.0,9,13900.0,12400.0
2012,22,24.0,23603.0,1.0,9,15200.0,14000.0
2012,22,19.0,41372.0,1.0,9,15150.0,10800.0
2012,22,36.0,30032.0,1.0,9,12200.0,12800.0
2012,22,19.0,34515.0,4.0,9,10450.0,10000.0
2011,6,37.0,44295.0,2.0,9,17150.0,17000.0
2011,6,35.0,86668.0,3.0,9,10900.0,11700.0
2011,10,38.0,62965.0,8.0,2,21000.0,17700.0
2011,5,3.0,96741.0,1.0,18,9800.0,11500.0
2011,5,36.0,68196.0,2.0,3,24000.0,24000.0
2011,5,21.0,73963.0,6.0,20,7900.0,5800.0
2011,30,34.0,68209.0,4.0,3,8100.0,8500.0
2011,7,45.0,24533.0,1.0,1,15900.0,17000.0
2011,7,44.0,74249.0,3.0,14,19350.0,19500.0
2011,7,43.0,93647.0,1.0,2,34300.0,34500.0
2011,7,35.0,104145.0,2.0,25,8875.0,8400.0
2011,32,44.0,25540.0,11.0,16,16050.0,18000.0
2011,8,43.0,73777.0,2.0,3,11200.0,12000.0
2011,13,44.0,45739.0,2.0,15,18200.0,18800.0
2011,13,45.0,27616.0,1.0,15,19600.0,19000.0
2011,14,5.0,25234.0,5.0,3,19700.0,21250.0
2011,12,43.0,44934.0,6.0,3,25100.0,25000.0
2011,17,2.0,50134.0,6.0,11,9050.0,7500.0
2011,16,41.0,51153.0,1.0,9,11200.0,11200.0
2011,4,29.0,89686.0,1.0,18,9575.0,9200.0
2011,24,27.0,99394.0,1.0,24,9625.0,8800.0
2011,23,46.0,45681.0,13.0,3,11150.0,12500.0
2011,3,42.0,84515.0,5.0,3,16550.0,16250.0
2014,5,5.0,14658.0,3.0,29,42900.0,41800.0
2010,18,43.0,84387.0,6.0,1,8875.0,9800.0
2010,5,41.0,53511.0,3.0,16,22400.0,24400.0
2010,5,34.0,76590.0,4.0,9,12350.0,12500.0
2010,28,2.0,78024.0,3.0,16,15100.0,14900.0
2010,7,33.0,64252.0,3.0,6,18950.0,18400.0
2010,0,47.0,126873.0,1.0,18,20400.0,22900.0
2010,1,21.0,77073.0,2.0,18,6300.0,4000.0
2014,30,4.0,9906.0,3.0,9,20700.0,20800.0
2010,17,27.0,40339.0,2.0,9,9425.0,8800.0
2010,15,38.0,140795.0,6.0,32,16450.0,16250.0
2010,44,28.0,67285.0,4.0,9,5075.0,5600.0
2010,23,3.0,101205.0,3.0,3,10900.0,7800.0
2009,2,23.0,85435.0,1.0,2,13150.0,11700.0
2009,10,38.0,73178.0,3.0,1,23700.0,26800.0
2009,5,39.0,70911.0,4.0,3,8850.0,10000.0
2009,28,37.0,83056.0,7.0,9,13700.0,15000.0
2014,30,4.0,19876.0,10.0,9,19550.0,19500.0
2009,32,35.0,100155.0,2.0,19,9550.0,8400.0
2009,1,2.0,96430.0,2.0,20,4125.0,2500.0
2009,12,28.0,80591.0,5.0,18,14600.0,13800.0
2009,15,4.0,107625.0,1.0,17,13550.0,13900.0
2009,23,19.0,271094.0,2.0,16,4875.0,4000.0
2009,22,31.0,75578.0,3.0,1,7100.0,9500.0
2015,28,4.0,31.0,1.0,9,13850.0,16600.0
2008,2,19.0,76677.0,3.0,11,16050.0,12800.0
2008,10,37.0,99122.0,1.0,3,20200.0,20100.0
2008,5,33.0,121421.0,5.0,18,3275.0,3000.0
2008,30,29.0,86751.0,3.0,16,10250.0,1070.0
2008,28,19.0,121303.0,4.0,9,4175.0,5100.0
2008,7,3.0,94365.0,3.0,21,8575.0,10400.0
2008,7,38.0,49053.0,1.0,1,10300.0,11500.0
2008,0,44.0,63485.0,6.0,3,15600.0,17300.0
2008,32,3.0,96454.0,3.0,9,8950.0,10200.0
2008,32,37.0,85242.0,13.0,2,11800.0,11500.0
2008,1,35.0,106076.0,1.0,10,2800.0,4400.0
2008,12,44.0,92468.0,4.0,3,14450.0,15400.0
2008,15,27.0,77462.0,2.0,1,23700.0,22300.0
2008,36,43.0,86812.0,10.0,19,8200.0,8900.0
2008,24,26.0,77513.0,5.0,25,19000.0,17400.0
2008,23,29.0,120300.0,3.0,1,7425.0,8200.0
2014,28,3.0,26958.0,3.0,9,22700.0,22900.0
2007,2,19.0,106919.0,1.0,9,7925.0,6300.0
2007,2,36.0,79005.0,3.0,16,11350.0,10600.0
2007,2,36.0,98031.0,3.0,9,11650.0,11300.0
2007,5,19.0,78570.0,3.0,20,2700.0,1800.0
2007,5,43.0,111035.0,2.0,18,13400.0,13900.0
2007,28,27.0,109559.0,1.0,33,1975.0,3900.0
2007,7,2.0,161891.0,2.0,18,5900.0,4100.0
2007,7,23.0,77085.0,5.0,18,11900.0,12800.0
2007,0,43.0,154578.0,1.0,15,12550.0,13800.0
2007,13,19.0,96044.0,2.0,9,11250.0,9600.0
2007,12,19.0,65227.0,3.0,3,13200.0,10600.0
2007,4,19.0,173593.0,3.0,15,3250.0,2700.0
2007,36,25.0,111240.0,6.0,20,4075.0,2300.0
2007,24,27.0,94188.0,2.0,3,9625.0,9700.0
2007,23,38.0,180806.0,3.0,13,5175.0,5600.0
2006,2,25.0,112670.0,3.0,9,7000.0,5800.0
2006,9,39.0,103752.0,4.0,3,4675.0,5500.0
2006,10,22.0,121032.0,2.0,13,9900.0,6400.0
2006,5,37.0,61829.0,10.0,1,22300.0,20250.0
2006,30,24.0,145060.0,1.0,15,6100.0,5700.0
2014,28,42.0,35417.0,10.0,5,16100.0,16800.0
2006,28,24.0,128458.0,2.0,18,1450.0,1800.0
2006,7,19.0,100658.0,11.0,5,5000.0,4000.0
2006,32,34.0,165644.0,8.0,12,4150.0,4200.0
2006,13,36.0,94751.0,1.0,1,9550.0,11900.0
2006,27,39.0,59748.0,8.0,16,13100.0,11900.0
2006,15,33.0,89580.0,1.0,18,8150.0,8200.0
2006,4,19.0,102793.0,5.0,9,4250.0,3000.0
2014,7,43.0,3381.0,1.0,4,48900.0,49500.0
2006,36,19.0,78482.0,1.0,3,5275.0,3050.0
2006,23,19.0,146961.0,5.0,18,4700.0,3200.0
2005,11,29.0,126793.0,13.0,18,7075.0,7300.0
2005,5,19.0,130777.0,6.0,13,6150.0,7400.0
2005,30,35.0,174072.0,5.0,18,3125.0,3500.0
2005,28,24.0,124969.0,2.0,29,8200.0,10800.0
2005,27,45.0,166755.0,8.0,16,2350.0,2300.0
2005,27,25.0,158537.0,5.0,16,4700.0,4300.0
2005,15,34.0,101803.0,2.0,3,5525.0,5800.0
2005,23,39.0,254640.0,4.0,14,1725.0,2300.0
2004,11,19.0,123521.0,5.0,9,5725.0,5500.0
2004,5,2.0,207836.0,2.0,1,3750.0,1600.0
2004,7,25.0,136603.0,8.0,18,2500.0,1200.0
2004,32,27.0,106711.0,5.0,18,4725.0,4300.0
2004,8,19.0,175662.0,1.0,15,550.0,900.0
2004,12,27.0,104216.0,2.0,18,9175.0,8300.0
2004,4,22.0,140051.0,3.0,25,4225.0,4100.0
2004,3,2.0,152638.0,3.0,18,3075.0,2600.0
2015,32,45.0,15.0,3.0,20,15900.0,16700.0
2003,6,4.0,69654.0,5.0,9,2950.0,5600.0
2003,28,19.0,152894.0,4.0,2,16950.0,13800.0
2003,7,32.0,119238.0,6.0,10,2425.0,2900.0
2003,7,25.0,132154.0,11.0,18,1700.0,2300.0
2003,40,28.0,102430.0,3.0,18,13350.0,14800.0
2003,15,2.0,173152.0,5.0,1,2025.0,1200.0
2003,37,36.0,95722.0,4.0,33,1975.0,900.0
2002,7,26.0,156259.0,5.0,18,2325.0,900.0
2002,0,35.0,197217.0,2.0,18,3325.0,2000.0
2002,15,35.0,79659.0,3.0,1,5800.0,8250.0
2002,16,19.0,111325.0,4.0,9,1825.0,900.0
2002,23,25.0,106026.0,5.0,9,4525.0,5700.0
2001,7,19.0,165412.0,6.0,2,4125.0,1000.0
2001,8,19.0,104947.0,6.0,9,1250.0,900.0
2001,4,2.0,198094.0,2.0,18,825.0,300.0
2014,7,48.0,12859.0,1.0,4,11050.0,11200.0
2000,5,19.0,156959.0,2.0,18,3675.0,5800.0
2000,32,19.0,243892.0,1.0,9,1050.0,1000.0
2000,23,26.0,187099.0,2.0,9,2525.0,2300.0
1999,5,27.0,106198.0,1.0,9,800.0,1500.0
1999,3,1.0,195288.0,6.0,3,550.0,325.0
1998,36,2.0,136590.0,6.0,3,825.0,500.0
1997,27,1.0,203132.0,10.0,7,575.0,400.0
1996,22,2.0,177596.0,3.0,29,350.0,350.0
1992,23,2.0,302661.0,8.0,15,350.0,375.0
2014,7,39.0,8209.0,2.0,8,24600.0,25200.0
2014,0,44.0,36986.0,3.0,17,31400.0,31700.0
2014,32,44.0,15533.0,3.0,20,24500.0,24250.0
2014,14,4.0,10487.0,3.0,9,28200.0,31600.0
2014,14,4.0,13169.0,2.0,9,27200.0,25600.0
2014,1,46.0,10827.0,3.0,2,22700.0,23800.0
2014,12,49.0,6283.0,5.0,3,67000.0,61900.0
2014,4,42.0,16601.0,3.0,9,20100.0,18300.0
2014,4,46.0,2901.0,9.0,15,12750.0,12800.0
2014,23,26.0,9803.0,3.0,15,15750.0,11400.0
2014,11,48.0,9475.0,2.0,20,32500.0,31000.0
2014,22,49.0,3716.0,1.0,2,11650.0,11800.0
2013,6,39.0,29765.0,5.0,1,22900.0,24250.0
2013,5,39.0,35726.0,5.0,9,18700.0,18400.0
2013,5,42.0,48494.0,1.0,15,17150.0,17400.0
2013,5,25.0,54422.0,2.0,15,9925.0,9801.0
2013,5,24.0,63149.0,1.0,15,11800.0,11100.0
2013,30,4.0,39166.0,1.0,9,21800.0,24800.0
2013,30,4.0,69522.0,4.0,9,9150.0,8900.0
2013,28,36.0,28721.0,3.0,2,10750.0,9900.0
2014,2,45.0,10374.0,3.0,1,26800.0,24000.0
2013,29,4.0,54268.0,15.0,9,8700.0,7100.0
2013,7,35.0,22538.0,1.0,8,25700.0,25000.0
2013,7,48.0,24077.0,2.0,4,18200.0,18600.0
2013,7,41.0,98656.0,5.0,2,18900.0,17300.0
2013,7,37.0,43093.0,1.0,1,8825.0,8900.0
2013,7,47.0,19530.0,3.0,8,11600.0,11500.0
2013,7,37.0,97289.0,1.0,18,11250.0,11200.0
2013,7,33.0,60771.0,1.0,15,13400.0,12500.0
2013,8,37.0,48770.0,2.0,5,9225.0,9400.0
2013,8,43.0,82428.0,3.0,9,10700.0,10200.0
2013,13,47.0,17484.0,1.0,15,22600.0,21800.0
2013,13,45.0,16626.0,1.0,15,22700.0,22600.0
2013,13,44.0,22978.0,3.0,15,21900.0,20400.0
2013,14,4.0,23640.0,3.0,9,25300.0,24400.0
2013,20,48.0,22074.0,3.0,3,27000.0,27400.0
2013,15,45.0,14189.0,1.0,1,100000.0,98000.0
2013,4,27.0,38404.0,5.0,9,13150.0,12900.0
2013,4,38.0,11350.0,1.0,15,21100.0,20800.0
2013,23,39.0,12353.0,2.0,15,18200.0,21500.0
2013,22,49.0,10982.0,6.0,9,15150.0,16600.0
2015,5,44.0,17413.0,1.0,13,17050.0,16500.0
2014,5,41.0,39846.0,3.0,23,41400.0,41200.0
2011,7,43.0,48651.0,1.0,14,22700.0,18500.0
2011,7,36.0,37865.0,1.0,7,25200.0,25500.0
2011,7,44.0,37420.0,4.0,7,24800.0,26300.0
2011,7,37.0,49868.0,3.0,2,20400.0,19900.0
2011,7,41.0,44094.0,7.0,9,27500.0,29200.0
2011,7,29.0,36969.0,1.0,7,11050.0,10800.0
2011,7,39.0,62072.0,4.0,11,8775.0,8000.0
2011,7,23.0,55433.0,3.0,15,10200.0,8500.0
2011,32,38.0,53582.0,3.0,7,14450.0,14900.0
2011,0,35.0,54455.0,3.0,12,32000.0,32000.0
2011,32,19.0,90923.0,4.0,20,10350.0,9500.0
2011,13,42.0,51190.0,5.0,29,26100.0,28000.0
2011,8,22.0,100000.0,3.0,8,7850.0,7100.0
2011,13,38.0,42593.0,2.0,29,18400.0,20100.0
2011,13,38.0,65038.0,2.0,29,16250.0,17800.0
2011,13,27.0,28438.0,2.0,29,19750.0,20600.0
2011,13,39.0,60376.0,3.0,1,16850.0,18750.0
2011,13,37.0,30450.0,3.0,20,19400.0,19000.0
2011,14,43.0,36415.0,5.0,7,20000.0,20200.0
2011,21,36.0,34720.0,3.0,3,24800.0,22500.0
2011,19,49.0,54716.0,5.0,1,43800.0,46000.0
2011,1,43.0,26270.0,5.0,9,16650.0,12500.0
2011,17,48.0,47885.0,1.0,3,18950.0,23200.0
2011,1,44.0,54333.0,13.0,29,9825.0,10400.0
2011,17,44.0,35947.0,5.0,3,9850.0,11800.0
2011,39,44.0,65957.0,4.0,2,10950.0,11100.0
2011,17,43.0,28408.0,13.0,3,11250.0,11200.0
2011,4,38.0,71391.0,5.0,16,9150.0,8900.0
2011,4,35.0,16256.0,1.0,29,10200.0,11000.0
2011,4,28.0,52202.0,3.0,1,15500.0,16250.0
2011,4,29.0,36807.0,5.0,1,9925.0,9250.0
2011,4,19.0,31141.0,6.0,1,11500.0,11000.0
2011,4,42.0,55070.0,6.0,29,15250.0,15600.0
2014,28,1.0,34110.0,4.0,7,11000.0,6800.0
2011,33,44.0,65015.0,3.0,1,26000.0,23100.0
2011,4,4.0,48485.0,2.0,20,14350.0,13400.0
2011,4,33.0,33508.0,9.0,20,15600.0,15000.0
2011,23,32.0,37393.0,4.0,9,11150.0,11300.0
2011,23,48.0,47644.0,3.0,13,9900.0,10100.0
2011,24,47.0,56425.0,5.0,14,17700.0,18200.0
2011,24,28.0,22572.0,5.0,3,14150.0,13500.0
2011,23,36.0,48297.0,4.0,13,13750.0,13900.0
2011,23,39.0,35520.0,6.0,13,18000.0,17800.0
2011,23,49.0,33697.0,5.0,13,15950.0,18200.0
2010,5,38.0,48421.0,3.0,3,19800.0,19000.0
2010,5,19.0,68907.0,5.0,13,21300.0,18400.0
2010,2,39.0,61496.0,6.0,3,23500.0,20200.0
2010,30,38.0,119546.0,3.0,2,4750.0,6500.0
2010,28,36.0,92968.0,1.0,2,5300.0,6800.0
2010,28,44.0,111012.0,11.0,2,7125.0,7800.0
2010,7,3.0,88543.0,5.0,15,8725.0,8500.0
2010,28,39.0,54379.0,2.0,14,10350.0,10200.0
2010,7,38.0,132330.0,4.0,2,12550.0,11900.0
2010,7,29.0,71874.0,13.0,13,18600.0,20000.0
2010,0,29.0,125053.0,3.0,14,16550.0,13000.0
2010,32,38.0,82569.0,1.0,18,7900.0,8400.0
2010,8,25.0,70283.0,4.0,15,6050.0,5900.0
2010,13,4.0,57456.0,2.0,3,22000.0,22000.0
2010,8,38.0,58493.0,4.0,25,6675.0,6700.0
2010,20,41.0,82721.0,4.0,7,12350.0,15000.0
2010,18,11.0,99630.0,7.0,29,7125.0,4200.0
2010,17,43.0,101370.0,2.0,13,5200.0,6200.0
2014,28,49.0,10993.0,1.0,32,38200.0,37500.0
2010,24,23.0,138929.0,3.0,1,8300.0,8150.0
2010,36,19.0,107097.0,3.0,17,5900.0,5800.0
2010,23,22.0,85381.0,4.0,18,8925.0,8500.0
2010,23,19.0,62820.0,4.0,9,8075.0,5500.0
2009,10,36.0,82432.0,4.0,9,9300.0,10300.0
2009,2,41.0,39699.0,4.0,3,19200.0,20100.0
2009,5,25.0,64441.0,6.0,2,5575.0,6100.0
2009,5,19.0,49834.0,1.0,1,3450.0,3400.0
2009,5,2.0,90931.0,2.0,1,2850.0,3150.0
2009,7,46.0,97499.0,6.0,15,10700.0,13700.0
2009,7,19.0,212986.0,1.0,15,2325.0,3600.0
2009,32,32.0,59206.0,2.0,2,8200.0,9400.0
2009,7,19.0,134766.0,5.0,15,3525.0,3300.0
2009,13,36.0,56493.0,2.0,3,19000.0,22000.0
2009,1,19.0,63283.0,1.0,16,4550.0,4200.0
2009,15,26.0,80724.0,5.0,20,20700.0,19800.0
2009,4,31.0,94306.0,1.0,8,4350.0,5400.0
2009,36,29.0,84543.0,2.0,3,6775.0,6500.0
2009,23,21.0,140406.0,5.0,15,6050.0,5900.0
2008,6,19.0,97731.0,2.0,15,7700.0,6700.0
2008,11,35.0,91649.0,2.0,5,10750.0,11000.0
2014,28,45.0,27798.0,5.0,8,24700.0,25100.0
2008,2,19.0,44894.0,1.0,1,14050.0,12000.0
2008,10,35.0,120125.0,4.0,3,18000.0,18200.0
2008,5,26.0,168100.0,1.0,18,21800.0,22300.0
2008,5,35.0,86850.0,5.0,16,5575.0,6700.0
2008,30,34.0,98348.0,1.0,18,4750.0,9300.0
2008,30,27.0,130884.0,4.0,15,1950.0,1300.0
2008,27,33.0,85037.0,3.0,15,8850.0,17800.0
2008,28,38.0,93136.0,2.0,10,9000.0,8200.0
2008,7,35.0,89426.0,1.0,10,6975.0,8300.0
2008,32,35.0,50957.0,11.0,9,10750.0,12400.0
2008,0,34.0,129066.0,1.0,20,10500.0,10700.0
2008,0,26.0,119762.0,3.0,15,8350.0,8550.0
2008,32,37.0,101611.0,6.0,3,7700.0,8400.0
2008,32,47.0,107949.0,1.0,13,6050.0,7000.0
2008,14,34.0,112746.0,3.0,3,7075.0,6300.0
2008,14,35.0,116369.0,2.0,2,6775.0,6200.0
2008,17,37.0,85362.0,5.0,9,5825.0,5600.0
2008,20,39.0,117060.0,1.0,18,8525.0,9300.0
2008,15,23.0,93761.0,5.0,1,12950.0,12600.0
2008,36,19.0,82038.0,5.0,13,5600.0,2400.0
2014,28,44.0,41356.0,5.0,23,15750.0,16200.0
2014,28,44.0,25440.0,2.0,12,15850.0,16600.0
2008,24,19.0,37551.0,2.0,10,12850.0,12800.0
2008,37,47.0,45301.0,1.0,12,10750.0,15050.0
2008,23,19.0,121121.0,3.0,1,14350.0,14750.0
2007,2,29.0,62933.0,5.0,15,11700.0,12000.0
2007,11,36.0,82765.0,3.0,1,11250.0,12000.0
2007,5,34.0,192473.0,5.0,3,10500.0,10500.0
2007,5,19.0,252328.0,1.0,15,3300.0,2700.0
2007,5,2.0,152781.0,4.0,2,2350.0,2800.0
2007,5,29.0,97725.0,3.0,18,4650.0,4400.0
2007,30,36.0,85460.0,4.0,15,8975.0,10600.0
2007,5,2.0,111591.0,3.0,2,13500.0,13000.0
2007,28,42.0,106557.0,6.0,9,5575.0,8400.0
2007,7,33.0,51034.0,3.0,4,17250.0,18300.0
2007,32,42.0,97743.0,4.0,3,7150.0,9200.0
2007,32,26.0,202679.0,3.0,1,3150.0,3700.0
2007,13,2.0,103900.0,5.0,20,10400.0,8900.0
2014,7,41.0,9493.0,1.0,15,22900.0,22500.0
2014,7,47.0,7670.0,1.0,11,22000.0,22500.0
2007,12,37.0,76193.0,2.0,5,13550.0,15100.0
2007,15,35.0,74632.0,3.0,5,20900.0,19100.0
2007,15,36.0,85190.0,1.0,3,18100.0,19000.0
2007,4,19.0,110314.0,11.0,2,5750.0,4200.0
2007,4,19.0,100636.0,2.0,8,5750.0,5100.0
2007,23,29.0,136724.0,4.0,1,5875.0,6600.0
2007,23,34.0,87792.0,2.0,5,6375.0,7800.0
2007,22,2.0,106248.0,3.0,9,4350.0,3900.0
2006,6,28.0,76076.0,3.0,25,6950.0,6300.0
2006,2,29.0,125865.0,5.0,1,6975.0,6300.0
2006,10,29.0,101648.0,4.0,25,5825.0,3000.0
2006,5,2.0,147783.0,8.0,13,1800.0,1100.0
2006,5,19.0,185086.0,1.0,18,1450.0,1200.0
2006,5,1.0,83314.0,8.0,11,2425.0,1400.0
2006,28,19.0,125305.0,4.0,1,4975.0,5800.0
2006,7,29.0,124246.0,3.0,18,4725.0,6000.0
2006,7,25.0,106197.0,1.0,5,4050.0,3600.0
2014,7,44.0,20445.0,4.0,2,19600.0,19400.0
2006,7,19.0,120514.0,5.0,2,3175.0,1100.0
2006,32,28.0,179155.0,6.0,17,3425.0,4800.0
2006,32,36.0,83562.0,2.0,3,7325.0,9100.0
2006,14,43.0,87111.0,4.0,15,5150.0,6300.0
2006,27,31.0,92089.0,4.0,12,4175.0,5300.0
2006,12,19.0,154097.0,6.0,9,7675.0,5800.0
2006,4,24.0,112047.0,3.0,30,6850.0,4600.0
2006,4,42.0,79085.0,5.0,3,2950.0,5800.0
2006,43,27.0,104558.0,4.0,8,3275.0,2800.0
2006,23,27.0,160415.0,4.0,1,4550.0,4600.0
2006,22,1.0,136207.0,2.0,16,2750.0,1000.0
2005,10,29.0,97390.0,4.0,3,9775.0,11600.0
2005,10,19.0,133763.0,3.0,16,3825.0,2000.0
2005,5,19.0,121486.0,4.0,9,1800.0,2100.0
2014,7,35.0,42013.0,2.0,15,17450.0,16000.0
2014,7,42.0,37043.0,5.0,12,25200.0,24000.0
2014,7,41.0,26329.0,5.0,12,22400.0,22500.0
2005,28,27.0,121910.0,6.0,16,2625.0,3400.0
2005,7,27.0,158553.0,2.0,1,2150.0,2600.0
2005,0,19.0,159817.0,3.0,16,3050.0,2700.0
2005,27,19.0,201015.0,5.0,25,3175.0,2700.0
2005,14,33.0,171480.0,3.0,1,2675.0,2800.0
2005,39,17.0,136747.0,4.0,15,2525.0,1000.0
2005,4,16.0,87034.0,11.0,2,4250.0,3600.0
2005,43,33.0,67554.0,2.0,1,4100.0,3400.0
2005,23,41.0,58259.0,1.0,1,10550.0,14750.0
2005,23,2.0,139451.0,8.0,15,4050.0,4500.0
2004,2,29.0,83180.0,13.0,1,4750.0,5500.0
2004,5,19.0,137624.0,4.0,1,1825.0,1200.0
2014,7,5.0,23302.0,4.0,7,35900.0,35900.0
2004,27,28.0,111037.0,6.0,17,2925.0,4000.0
2004,30,27.0,149760.0,5.0,15,1100.0,1500.0
2004,7,24.0,136120.0,12.0,11,8100.0,4900.0
2004,27,19.0,213209.0,2.0,1,2675.0,3200.0
2004,14,1.0,137856.0,9.0,13,2700.0,900.0
2004,13,24.0,96662.0,5.0,8,6025.0,4300.0
2004,12,32.0,81830.0,6.0,13,9675.0,10000.0
2004,4,22.0,138339.0,1.0,3,3075.0,2900.0
2004,24,33.0,83415.0,4.0,3,6675.0,7100.0
2004,37,24.0,145997.0,3.0,18,1425.0,1300.0
2004,3,19.0,118682.0,6.0,8,1725.0,800.0
2003,10,27.0,195832.0,3.0,1,1075.0,1650.0
2014,7,4.0,23222.0,4.0,2,23900.0,22500.0
2014,7,41.0,53032.0,4.0,23,26500.0,26000.0
2014,7,42.0,23491.0,4.0,2,23700.0,22600.0
2003,32,35.0,54982.0,1.0,3,6025.0,5800.0
2003,32,25.0,154411.0,5.0,16,3625.0,3800.0
2003,12,25.0,82140.0,1.0,5,6250.0,7400.0
2003,37,2.0,104640.0,6.0,9,2100.0,1000.0
2003,36,26.0,145379.0,4.0,13,1475.0,2000.0
2003,23,37.0,133750.0,1.0,1,8250.0,10600.0
2002,5,26.0,178044.0,5.0,2,1275.0,500.0
2002,7,28.0,118049.0,5.0,25,1900.0,1200.0
2002,32,29.0,130462.0,5.0,25,2800.0,2200.0
2002,17,29.0,79545.0,3.0,9,4825.0,5300.0
2002,37,28.0,237659.0,3.0,16,900.0,1050.0
2015,5,47.0,22264.0,1.0,1,43400.0,43500.0
2015,8,2.0,10656.0,8.0,27,14100.0,8500.0
2014,7,49.0,3853.0,1.0,11,18700.0,18800.0
2014,7,36.0,9845.0,1.0,27,18300.0,18200.0
2002,22,3.0,131773.0,5.0,20,1550.0,900.0
2001,7,3.0,116698.0,5.0,3,925.0,850.0
2001,23,19.0,217007.0,5.0,1,875.0,1200.0
2000,14,19.0,149135.0,3.0,1,1725.0,2300.0
2000,23,19.0,175170.0,4.0,25,2750.0,2700.0
2000,24,19.0,190950.0,13.0,15,1225.0,1400.0
1999,39,1.0,246514.0,2.0,28,550.0,300.0
1998,7,28.0,138279.0,6.0,2,1200.0,1900.0
2014,7,42.0,7007.0,5.0,14,13100.0,13700.0
1997,4,21.0,214820.0,5.0,1,575.0,200.0
2014,7,47.0,18759.0,4.0,2,12600.0,18800.0
2014,7,46.0,36174.0,4.0,7,11900.0,12100.0
2014,7,35.0,14184.0,5.0,7,17700.0,16500.0
2014,7,43.0,22724.0,2.0,23,15950.0,17300.0
2014,7,39.0,24914.0,3.0,23,19950.0,18900.0
2014,7,36.0,22316.0,6.0,23,18250.0,18100.0
2014,32,32.0,6.0,2.0,3,15150.0,15200.0
2014,32,46.0,4872.0,1.0,20,16550.0,16700.0
2014,32,49.0,8534.0,3.0,20,16250.0,16600.0
2014,8,5.0,469.0,5.0,3,14250.0,14700.0
2014,13,43.0,16737.0,2.0,29,30000.0,27500.0
2014,8,5.0,9320.0,3.0,20,14900.0,14500.0
2014,13,43.0,22711.0,13.0,12,37900.0,31750.0
2014,14,46.0,22741.0,1.0,12,31200.0,30600.0
2015,1,43.0,12234.0,6.0,16,20800.0,20800.0
2014,14,5.0,7952.0,3.0,7,27700.0,29800.0
2014,1,4.0,28224.0,5.0,17,14300.0,12900.0
2014,1,36.0,58939.0,2.0,12,15850.0,15500.0
2014,12,43.0,7388.0,5.0,9,37700.0,36900.0
2014,20,44.0,3920.0,5.0,12,28600.0,29000.0
2014,17,27.0,19914.0,1.0,26,16350.0,17800.0
2014,4,35.0,31590.0,2.0,12,14200.0,14400.0
2014,4,44.0,7224.0,1.0,1,16650.0,17000.0
2014,4,49.0,4816.0,3.0,15,11200.0,10600.0
2014,4,5.0,2615.0,2.0,29,17700.0,19600.0
2014,22,2.0,17063.0,6.0,1,14450.0,6200.0
2014,23,25.0,16889.0,3.0,1,40400.0,38500.0
2013,2,42.0,27143.0,2.0,13,26600.0,26750.0
2013,2,45.0,20415.0,6.0,13,32200.0,33500.0
2013,2,4.0,52674.0,3.0,12,23900.0,24500.0
2013,2,44.0,26601.0,4.0,12,24800.0,25500.0
2014,2,43.0,2348.0,3.0,12,25500.0,27500.0
2013,5,21.0,59334.0,1.0,1,32200.0,31000.0
2013,5,44.0,36538.0,3.0,9,13450.0,13200.0
2013,5,39.0,65291.0,5.0,11,12350.0,11400.0
2013,5,4.0,56848.0,5.0,12,17150.0,17000.0
2013,5,41.0,36452.0,2.0,12,13300.0,14200.0
2013,5,41.0,50188.0,3.0,11,11050.0,10200.0
2013,28,42.0,38603.0,1.0,18,16700.0,16500.0
2013,28,43.0,58816.0,1.0,2,13800.0,14000.0
2013,28,44.0,73709.0,4.0,18,10450.0,9900.0
2013,7,43.0,36236.0,1.0,7,13100.0,12000.0
2013,7,46.0,58338.0,1.0,18,15150.0,15000.0
2013,7,43.0,79470.0,3.0,13,12550.0,13500.0
2013,7,45.0,36061.0,4.0,7,16950.0,16800.0
2013,7,49.0,26387.0,5.0,14,15350.0,14100.0
2013,7,44.0,45927.0,5.0,14,31900.0,32000.0
2013,7,35.0,30889.0,2.0,1,25600.0,25500.0
2013,7,41.0,62810.0,3.0,12,21300.0,20700.0
2013,7,47.0,15838.0,4.0,7,27900.0,26200.0
2013,7,49.0,15613.0,1.0,2,34000.0,35500.0
2013,7,47.0,2796.0,2.0,30,11150.0,11000.0
2014,5,5.0,1290.0,5.0,3,34800.0,36200.0
2013,7,45.0,20074.0,6.0,14,12050.0,12100.0
2013,7,46.0,16425.0,3.0,14,11750.0,11400.0
2013,7,49.0,20223.0,4.0,2,13900.0,15100.0
2013,7,25.0,40429.0,2.0,1,11050.0,10300.0
2013,7,36.0,58815.0,3.0,1,12300.0,12500.0
2013,7,41.0,10495.0,4.0,7,16800.0,18100.0
2013,7,36.0,26339.0,5.0,14,15900.0,13700.0
2013,32,45.0,15216.0,5.0,9,14650.0,14600.0
2013,0,36.0,64127.0,5.0,1,25100.0,25000.0
2013,8,46.0,25097.0,6.0,3,11900.0,12000.0
2013,8,37.0,25572.0,3.0,29,11850.0,11800.0
